AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
Velachery,04-01-2005,1534,2,1,4,7904210,Yes,18-01-1952,284552,63234,Partial
Anna Nagar,26-07-2007,1622,1,1,4,13063450,Yes,27-07-2002,378840,209015,Family
KK Nagar,04-09-2008,2198,3,2,5,13584980,Yes,10-09-1987,679249,122265,Partial
Velachery,03-09-2005,1950,3,2,5,12105920,Yes,13-09-1964,411601,84741,Adj Land
Velachery,22-11-2005,1892,3,2,5,12146620,Yes,01-12-1969,449425,133613,Adj Land
Adyar,30-05-2009,1034,1,1,3,9256740,Yes,03-06-1993,277702,46284,Adj Land
Velachery,06-06-2009,1755,2,1,4,14915900,Yes,15-06-1974,581720,193907,Family
Anna Nagar,20-04-2013,1622,1,1,4,13547790,Yes,22-04-2006,406434,243860,Adj Land
Karapakkam,05-11-2011,1401,2,2,4,9965375,Yes,08-11-1997,438477,229204,Partial
Karapakkam,27-08-2009,1586,2,2,4,14316000,Yes,03-09-1981,586956,200424,Normal Sale
T Nagar,29-01-2007,1973,2,1,5,23307000,Yes,07-02-1972,885666,116535,Family
Chrompet,11-05-2007,1023,1,1,3,9735150,Yes,15-05-1990,282319,38941,Partial
Anna Nagar,23-11-2009,1880,2,1,5,13423020,Yes,27-11-1993,483229,214768,Partial
Velachery,08-02-2008,1729,2,1,4,12803570,Yes,18-02-1967,396911,128036,Partial
Chrompet,12-05-2014,711,1,1,2,8050270,Yes,15-05-2002,249558,64402,Adj Land
KK Nagar,30-10-2009,1688,2,1,4,11412700,Yes,03-11-1994,547810,285318,Ab Normal
Karapakkam,02-10-2009,1430,2,2,4,6635750,Yes,05-10-1999,238887,106172,Ab Normal
Karapakkam,09-02-2010,1352,2,2,4,6507250,Yes,16-02-1983,240768,123638,Normal Sale
Anna Nagar,05-12-2008,1758,1,1,4,19285540,Yes,16-12-1966,713565,231426,Partial
KK Nagar,24-10-2008,2139,3,2,5,12472000,Yes,30-10-1987,424048,249440,Normal Sale
Chrompet,07-12-2009,950,1,1,3,9759000,Yes,14-12-1983,273252,146385,Normal Sale
Chrompet,25-01-2014,928,1,1,3,12423800,Yes,26-01-2010,409985,62119,Partial
Velachery,17-12-2008,1693,2,1,4,15495760,Yes,31-12-1955,604335,108470,Normal Sale
Velachery,02-12-2007,1873,3,2,5,11022270,Yes,07-12-1986,363735,198401,Family
Karapakkam,03-11-2011,1190,1,1,3,7967750,Yes,10-11-1982,342613,127484,Family
Chrompet,22-02-2010,786,1,1,2,9244820,Yes,25-02-1998,249610,83203,Ab Normal
KK Nagar,26-03-2008,1906,3,2,5,15852740,Yes,28-03-2001,792637,206086,Ab Normal
Adyar,24-06-2010,931,1,1,3,9935595,Yes,02-07-1977,367617,19871,Family
Velachery,12-01-2007,1898,3,2,5,16617860,Yes,21-01-1969,581625,332357,Adj Land
T Nagar,27-05-2007,1926,2,1,5,22630540,Yes,31-05-1990,633655,203675,Adj Land
Karapakkam,17-12-2010,1481,2,2,4,9901500,Yes,26-12-1972,485174,178227,Partial
Chrompet,11-01-2012,1015,1,1,3,8342850,Yes,19-01-1977,275314,66743,Family
Anna Nagar,25-06-2014,1919,2,1,5,14704160,Yes,28-06-2001,544054,117633,Partial
Adyar,17-07-2011,1243,2,2,4,13360440,Yes,26-07-1975,440895,26721,Normal Sale
Karapakkam,03-04-2010,1055,1,1,3,7315125,Yes,15-04-1962,226769,117042,Adj Land
Chrompet,06-03-2008,1021,1,1,3,9201770,Yes,07-03-2004,276053,147228,Partial
KK Nagar,04-09-2010,2203,3,2,5,17891240,Yes,09-09-1988,572520,339934,Ab Normal
Karapakkam,11-10-2009,795,1,1,2,8479250,Yes,13-10-2000,254378,127189,Ab Normal
Velachery,11-02-2012,1909,3,2,5,10129160,Yes,19-02-1979,303875,212712,Family
Chrompet,16-06-2008,1049,1,1,3,10262450,Yes,19-06-1997,328398,133412,Partial
Chrompet,18-11-2008,906,1,1,3,9464800,Yes,26-11-1976,302874,28394,Partial
Adyar,18-08-2009,929,1,1,3,9480425,Yes,22-08-1994,341295,75843,Adj Land
Anna Nagar,02-05-2009,1918,2,1,5,21875050,Yes,11-05-1974,809377,218751,Partial
KK Nagar,10-11-2008,1507,2,1,4,13538580,Yes,15-11-1989,636313,243694,Normal Sale
KK Nagar,04-01-2012,1526,2,1,4,13645040,Yes,09-01-1990,518512,327481,Normal Sale
Anna Nagar,26-01-2009,1855,2,1,5,20996200,Yes,29-01-1999,839848,188966,Ab Normal
Karapakkam,25-05-2011,1627,2,2,4,9071125,Yes,01-06-1981,308418,99782,Normal Sale
KK Nagar,06-10-2010,2019,3,2,5,12802500,Yes,10-10-1994,601718,230445,Ab Normal
Karapakkam,18-04-2011,1578,2,2,4,9532500,Yes,21-04-1998,295508,238313,Normal Sale
Velachery,16-05-2008,1780,2,1,4,13346700,Yes,23-05-1983,453788,173507,Family
Adyar,12-05-2008,878,1,1,3,6452785,Yes,17-05-1989,225847,6453,Partial
Chrompet,09-07-2008,835,1,1,3,8434750,Yes,19-07-1971,227738,33739,Partial
Chrompet,24-04-2011,911,1,1,3,7427820,Yes,02-05-1978,245118,37139,Partial
Velachery,24-10-2006,1796,2,1,4,9105350,Yes,05-11-1956,318687,118370,Adj Land
Karapakkam,18-06-2011,1244,1,1,3,7952750,Yes,25-06-1980,246535,143150,Ab Normal
KK Nagar,02-04-2011,2342,4,2,6,12898740,Yes,03-04-2004,567545,180582,Adj Land
Anna Nagar,17-12-2007,1977,2,1,5,14102960,Yes,27-12-1964,423089,211544,Partial
KK Nagar,06-01-2011,1961,3,2,5,17612900,Yes,10-01-1996,792581,387484,Ab Normal
Velachery,24-04-2004,1517,2,1,4,7146890,Yes,27-04-1992,257288,85763,Normal Sale
KK Nagar,26-06-2009,2409,4,2,6,13476480,Yes,02-07-1984,606442,242577,Partial
Velachery,27-06-2008,1643,2,1,4,15599020,Yes,05-07-1977,577164,249584,Family
Adyar,15-03-2012,1015,1,1,3,11224620,Yes,17-03-2004,370412,112246,Family
Anna Nagar,10-12-2009,1700,1,1,4,12477040,Yes,18-12-1977,424219,174679,Normal Sale
Karapakkam,14-04-2010,1003,1,1,3,10090000,Yes,19-04-1990,373330,161440,Ab Normal
Adyar,29-05-2009,1072,1,1,3,6607690,Yes,31-05-2003,264308,33038,Family
Velachery,13-02-2010,1716,2,1,4,10359860,Yes,15-02-2002,414394,155398,Family
KK Nagar,12-12-2011,1699,2,1,4,11444100,Yes,16-12-1995,457764,125885,Normal Sale
Chrompet,29-10-2014,1277,2,1,4,15710400,Yes,02-11-1998,518443,47131,Adj Land
Velachery,09-06-2010,1776,2,1,4,9989170,Yes,14-06-1989,319653,89903,Normal Sale
Chrompet,11-06-2008,1160,1,1,3,9463900,Yes,19-06-1978,255525,104103,Adj Land
Velachery,17-03-2006,1957,3,2,5,15199450,Yes,23-03-1981,547180,243191,Normal Sale
Velachery,08-12-2008,1859,3,2,5,9925210,Yes,20-12-1960,297756,138953,Normal Sale
Chrompet,21-12-2006,747,1,1,2,11223550,Yes,22-12-2001,336707,157130,Family
Adyar,21-04-2009,985,1,1,3,7379505,Yes,23-04-2002,265662,44277,Partial
Chrompet,11-11-2012,1024,1,1,3,12091400,Yes,15-11-1996,302285,108823,Normal Sale
Velachery,17-12-2009,1600,2,1,4,10530200,Yes,23-12-1984,315906,94772,Family
Chrompet,20-06-2010,1159,1,1,3,9062800,Yes,29-06-1974,253758,108754,Family
Karapakkam,03-03-2012,1024,1,1,3,4748500,Yes,16-03-1962,166198,94970,Ab Normal
Chrompet,17-12-2010,839,1,1,3,9107430,Yes,21-12-1994,255008,72859,Normal Sale
Karapakkam,16-01-2010,606,1,1,2,7854000,Yes,20-01-1993,353430,117810,Family
T Nagar,05-03-2007,1837,2,1,5,13197230,Yes,12-03-1978,488298,105578,Adj Land
Velachery,14-10-2011,1880,3,2,5,13669670,Yes,25-10-1965,437429,109357,Family
KK Nagar,02-04-2011,2189,3,2,5,18249860,Yes,07-04-1988,547496,456247,Adj Land
Velachery,22-04-2007,1853,3,2,5,14707330,Yes,04-05-1958,588293,279439,Adj Land
T Nagar,06-07-2008,1788,1,1,4,14225180,Yes,11-07-1991,426755,156477,Adj Land
KK Nagar,22-05-2010,1554,2,1,4,9980320,Yes,23-05-2004,479055,229547,Ab Normal
Anna Nagar,15-09-2014,1737,1,1,4,14292780,Yes,17-09-2005,385905,214392,Adj Land
Karapakkam,15-09-2009,785,1,1,2,5752875,Yes,18-09-1997,207104,86293,Family
Karapakkam,08-03-2011,1678,2,2,4,11883250,Yes,16-03-1976,475330,202015,Partial
KK Nagar,23-03-2011,2360,4,2,6,19816180,Yes,25-03-2002,693566,495405,Normal Sale
KK Nagar,27-07-2010,1464,2,1,4,9394640,Yes,03-08-1982,394575,131525,Family
KK Nagar,22-02-2011,1632,2,1,4,10506420,Yes,27-02-1992,514815,262661,Partial
Velachery,06-09-2006,1755,2,1,4,8762820,Yes,12-09-1980,332987,61340,Ab Normal
Karapakkam,26-09-2009,1160,1,1,3,8886250,Yes,01-10-1990,426540,222156,Partial
Karapakkam,17-02-2010,1570,2,2,4,6407000,Yes,19-02-2002,243466,128140,Family
Karapakkam,20-03-2012,586,1,1,2,5333000,Yes,25-03-1993,255984,85328,Family
Karapakkam,25-06-2010,1059,1,1,3,7849250,Yes,03-07-1977,306121,188382,Normal Sale
T Nagar,13-08-2011,1712,1,1,4,13797720,Yes,14-08-2005,372538,262157,Ab Normal
Velachery,09-04-2006,1942,3,2,5,16212650,Yes,15-04-1981,583655,324253,Partial
Karapakkam,20-09-2009,557,1,1,2,4710125,Yes,24-09-1992,183695,94203,Family
Velachery,21-06-2009,1728,2,1,4,14898480,Yes,26-06-1990,461853,283071,Normal Sale
Velachery,06-12-2008,1798,2,1,4,17060380,Yes,14-12-1979,511811,204725,Family
Karapakkam,07-11-2011,1497,2,2,4,6931750,Yes,15-11-1976,311929,76249,Partial
Chrompet,15-04-2009,1173,1,1,3,8196400,Yes,23-04-1977,262285,24589,Normal Sale
Anna Nagar,08-03-2013,1640,1,1,4,17704670,Yes,17-03-1977,495731,318684,Partial
KK Nagar,05-01-2009,1747,2,1,4,10784680,Yes,10-01-1992,377464,161770,Partial
Karapakkam,04-01-2010,1342,2,2,4,9594250,Yes,15-01-1967,287828,211074,Ab Normal
Karapakkam,16-07-2010,785,1,1,2,5852625,Yes,19-07-1997,251663,93642,Adj Land
Adyar,12-07-2007,647,1,1,2,9574550,Yes,14-07-1997,373407,76596,Family
Karapakkam,21-11-2009,1171,1,1,3,6102625,Yes,25-11-1993,256310,134258,Adj Land
KK Nagar,08-03-2009,2435,4,2,6,20246360,Yes,13-03-1991,850347,364434,Partial
Velachery,05-03-2006,1805,3,2,5,16930470,Yes,09-03-1990,643358,237027,Adj Land
Karapakkam,07-10-2009,1657,2,2,4,10147125,Yes,17-10-1970,507356,223237,Ab Normal
Velachery,21-09-2007,1638,2,1,4,9705900,Yes,22-09-2002,300883,116471,Adj Land
Adyar,19-01-2010,1284,2,2,4,16107475,Yes,20-01-2005,531547,225505,Normal Sale
Chrompet,10-09-2013,1185,1,1,3,10163000,Yes,15-09-1993,264238,111793,Normal Sale
T Nagar,20-04-2009,1538,1,1,4,19376950,Yes,21-04-2004,678193,368162,Family
KK Nagar,13-01-2011,1656,2,1,4,10910100,Yes,17-01-1996,392764,163652,Ab Normal
Adyar,19-02-2010,1287,2,2,4,15013625,Yes,23-02-1995,585531,135123,Family
T Nagar,02-07-2011,1962,2,1,5,15862990,Yes,10-07-1977,412438,222082,Normal Sale
Karapakkam,31-01-2010,884,1,1,2,8282500,Yes,07-02-1984,323018,132520,Normal Sale
Karapakkam,01-09-2011,523,1,1,2,7390000,Yes,10-09-1973,295600,118240,Ab Normal
Velachery,30-06-2010,1524,2,1,4,11053290,Yes,05-07-1988,431078,187906,Family
T Nagar,14-09-2013,1949,2,1,5,14464930,Yes,25-09-1970,448413,216974,Partial
KK Nagar,25-07-2009,1917,3,2,5,11045960,Yes,30-07-1991,342425,276149,Family
Chrompet,15-01-2012,895,1,1,3,8514750,Yes,16-01-2007,255443,93662,Partial
Anna Nagar,05-05-2009,1889,2,1,5,13841050,Yes,16-05-1964,387549,83046,Partial
Karapakkam,26-01-2012,782,1,1,2,7794500,Yes,29-01-1998,319575,132507,Adj Land
Anna Nagar,21-08-2012,1571,1,1,4,12946530,Yes,28-08-1987,388396,64733,Partial
KK Nagar,07-05-2011,1848,3,2,5,15883280,Yes,13-05-1987,540032,381199,Normal Sale
Chrompet,28-10-2010,1131,1,1,3,10089670,Yes,02-11-1990,292600,121076,Adj Land
Karapakkam,09-02-2012,1062,1,1,3,5335750,Yes,14-02-1991,170744,112051,Adj Land
KK Nagar,28-05-2010,1983,3,2,5,12126880,Yes,03-06-1986,485075,254664,Adj Land
T Nagar,17-05-2007,1818,2,1,5,22024740,Yes,25-05-1975,682767,154173,Normal Sale
KK Nagar,09-04-2011,1484,2,1,4,9771020,Yes,15-04-1984,302902,224733,Partial
KK Nagar,07-12-2009,1610,2,1,4,15387480,Yes,13-12-1985,677049,292362,Partial
Adyar,13-02-2010,863,1,1,3,6637005,Yes,15-02-2003,199110,59733,Ab Normal
Karapakkam,02-07-2010,1575,2,2,4,9894250,Yes,04-07-2001,455136,227568,Family
KK Nagar,20-03-2012,1503,2,1,4,11121040,Yes,25-03-1993,478205,244663,Partial
Velachery,24-03-2010,1853,3,2,5,9462230,Yes,05-04-1961,302791,75698,Partial
T Nagar,21-11-2012,1739,1,1,4,20477590,Yes,01-12-1975,675760,286686,Adj Land
Karapakkam,10-06-2010,766,1,1,2,8755500,Yes,22-06-1960,271421,105066,Family
Chrompet,23-07-2007,857,1,1,3,8471590,Yes,29-07-1981,279562,127074,Ab Normal
Velachery,09-03-2006,1730,2,1,4,10494410,Yes,15-03-1983,409282,157416,Ab Normal
Velachery,25-05-2004,1513,2,1,4,12350640,Yes,01-06-1977,494026,86454,Normal Sale
Velachery,20-05-2006,1762,2,1,4,9071080,Yes,26-05-1982,308417,63498,Family
Anna Nagar,10-08-2012,1970,2,1,5,12450910,Yes,19-08-1979,361076,112058,Partial
Chrompet,07-07-2013,1243,2,1,4,15495150,Yes,09-07-2004,433864,108466,Family
Velachery,16-07-2004,1550,2,1,4,12456680,Yes,20-07-1990,435984,236677,Partial
KK Nagar,23-02-2010,1830,3,2,5,16312280,Yes,27-02-1996,636179,342558,Adj Land
Karapakkam,17-04-2011,1435,2,2,4,9753250,Yes,25-04-1978,341364,195065,Ab Normal
Velachery,19-02-2010,1729,2,1,4,10629750,Yes,20-02-2005,350782,116927,Partial
T Nagar,13-02-2007,1572,1,1,4,20715860,Yes,17-02-1989,807919,207159,Adj Land
Chrompet,17-02-2011,1145,1,1,3,14297200,Yes,21-02-1995,386024,185864,Adj Land
Chrompet,06-11-2014,1043,1,1,3,8317410,Yes,13-11-1984,224570,66539,Ab Normal
Karapakkam,08-10-2011,608,1,1,2,6206250,Yes,11-10-1996,229631,99300,Family
Adyar,11-04-2011,676,1,1,2,8400465,Yes,18-04-1980,319218,16801,Partial
Velachery,17-01-2010,1685,2,1,4,11104320,Yes,26-01-1974,355338,177669,Adj Land
Chrompet,14-11-2009,917,1,1,3,11889950,Yes,23-11-1972,321029,95120,Normal Sale
Karapakkam,03-08-2010,1353,2,2,4,8573875,Yes,05-08-2002,291512,77165,Ab Normal
Anna Nagar,28-11-2010,1694,1,1,4,14054970,Yes,03-12-1990,548144,154605,Ab Normal
Anna Nagar,26-10-2007,1625,1,1,4,18316110,Yes,05-11-1964,696012,128213,Adj Land
Anna Nagar,13-03-2013,1882,2,1,5,14761860,Yes,14-03-2008,590474,221428,Normal Sale
T Nagar,24-06-2013,1924,2,1,5,22123260,Yes,30-06-1990,575205,287602,Normal Sale
Karapakkam,09-12-2011,904,1,1,3,6863000,Yes,19-12-1971,260794,89219,Normal Sale
Chrompet,29-09-2013,1296,2,1,4,10741020,Yes,03-10-1999,354454,85928,Partial
Chrompet,07-03-2012,702,1,1,2,8021300,Yes,12-03-1994,216575,136362,Adj Land
Adyar,16-02-2008,1067,1,1,3,7960405,Yes,22-02-1981,270654,63683,Partial
Chrompet,08-03-2010,980,1,1,3,11847350,Yes,14-03-1985,308031,189558,Family
KK Nagar,10-02-2009,1989,3,2,5,11985600,Yes,15-02-1989,407510,191770,Adj Land
Chrompet,26-12-2014,1069,1,1,3,10080280,Yes,31-12-1993,302408,110883,Normal Sale
Karapakkam,07-05-2011,1449,2,2,4,8861500,Yes,16-05-1975,354460,203815,Partial
Karapakkam,12-12-2010,1613,2,2,4,10169625,Yes,20-12-1979,335598,183053,Family
Velachery,14-10-2008,1851,3,2,5,11959100,Yes,28-10-1953,442487,95673,Adj Land
Karapakkam,16-06-2011,1238,1,1,3,11329750,Yes,20-06-1994,430531,283244,Normal Sale
Chrompet,06-05-2014,934,1,1,3,8469050,Yes,12-05-1991,211726,118567,Family
Chrompet,31-05-2013,754,1,1,2,7705800,Yes,09-06-1977,238880,107881,Family
T Nagar,25-02-2012,1736,1,1,4,14057180,Yes,27-02-2002,365487,182743,Partial
Chrompet,26-12-2007,980,1,1,3,8621500,Yes,03-01-1974,284510,43108,Ab Normal
KK Nagar,09-06-2010,1450,2,1,4,10040420,Yes,14-06-1989,431738,251011,Adj Land
T Nagar,25-06-2013,1634,1,1,4,12730270,Yes,03-07-1982,432829,190954,Partial
Karapakkam,25-10-2010,1320,1,1,3,11071500,Yes,26-10-2004,332145,177144,Adj Land
Chrompet,13-08-2011,769,1,1,2,7261650,Yes,14-08-2004,203326,36308,Adj Land
Karapakkam,20-12-2011,1150,1,1,3,6982000,Yes,28-12-1979,223424,69820,Partial
Karapakkam,06-09-2009,1668,2,2,4,13650500,Yes,08-09-2003,423166,218408,Ab Normal
KK Nagar,30-07-2009,2061,3,2,5,17265880,Yes,03-08-1995,725167,397115,Partial
Chrompet,02-09-2014,1121,1,1,3,9089520,Yes,09-09-1985,245417,54537,Partial
KK Nagar,04-11-2008,1514,2,1,4,9075660,Yes,10-11-1985,326724,154286,Normal Sale
Chrompet,08-12-2008,1256,2,1,4,9957800,Yes,09-12-2004,318650,139409,Ab Normal
Karapakkam,12-08-2009,672,1,1,2,5805250,Yes,17-08-1990,232210,127716,Ab Normal
Adyar,20-03-2008,908,1,1,3,13087155,Yes,30-03-1971,405702,157046,Family
Karapakkam,28-09-2010,1631,2,2,4,9314000,Yes,02-10-1992,428444,149024,Normal Sale
Adyar,30-01-2009,1001,1,1,3,10533755,Yes,09-02-1972,410816,126405,Normal Sale
KK Nagar,24-10-2011,2340,4,2,6,12948200,Yes,29-10-1991,569721,284860,Adj Land
Velachery,24-06-2011,1775,2,1,4,11031600,Yes,30-06-1986,430232,165474,Ab Normal
Velachery,09-03-2010,1563,2,1,4,15664740,Yes,12-03-1998,563931,156647,Normal Sale
KK Nagar,04-08-2011,1723,2,1,4,11265520,Yes,05-08-2005,518214,247841,Normal Sale
T Nagar,12-06-2014,1849,2,1,5,22084180,Yes,18-06-1990,817115,375431,Partial
Chrompet,18-03-2011,1095,1,1,3,9953350,Yes,21-03-1999,308554,139347,Adj Land
Karapakkam,15-09-2009,841,1,1,2,6266250,Yes,21-09-1984,194254,100260,Partial
Adyar,30-01-2011,693,1,1,2,6879510,Yes,07-02-1977,268301,75675,Adj Land
T Nagar,29-09-2010,1517,1,1,4,19817860,Yes,10-10-1967,653989,217996,Adj Land
Chrompet,02-07-2009,760,1,1,2,8274000,Yes,03-07-2005,223398,41370,Ab Normal
Anna Nagar,17-11-2014,1687,1,1,4,19609810,Yes,20-11-2001,725563,196098,Family
Karapakkam,30-09-2010,984,1,1,3,5340750,Yes,03-10-1997,192267,48067,Family
Chrompet,26-01-2010,703,1,1,2,8231860,Yes,31-01-1989,255188,57623,Normal Sale
Chrompet,02-04-2010,989,1,1,3,10613930,Yes,03-04-2006,350260,74298,Normal Sale
KK Nagar,07-09-2010,1368,2,1,4,10801520,Yes,14-09-1982,453664,259236,Adj Land
KK Nagar,23-03-2008,2365,4,2,6,18637600,Yes,31-03-1978,726866,149101,Family
Adyar,21-01-2012,1180,1,1,3,9397585,Yes,25-01-1993,347711,122169,Adj Land
Anna Nagar,30-10-2010,1775,1,1,4,19512010,Yes,07-11-1977,565848,331704,Partial
Karapakkam,07-03-2012,787,1,1,2,7825375,Yes,10-03-2003,383443,117381,Partial
Karapakkam,17-08-2009,749,1,1,2,5286000,Yes,26-08-1975,232584,47574,Family
Adyar,23-01-2012,1284,2,2,4,9885575,Yes,29-01-1987,336110,148284,Ab Normal
Chrompet,07-02-2013,756,1,1,2,10478100,Yes,17-02-1975,314343,104781,Ab Normal
Chrompet,20-11-2013,1236,2,1,4,9314050,Yes,28-11-1982,307364,111769,Ab Normal
Chrompet,05-03-2010,929,1,1,3,8907400,Yes,06-03-2006,293944,35630,Adj Land
Karapakkam,28-09-2009,1370,2,2,4,9125250,Yes,02-10-1995,401511,146004,Adj Land
Anna Nagar,20-05-2014,1539,1,1,4,18200410,Yes,24-05-1996,709816,91002,Adj Land
Chrompet,30-12-2007,918,1,1,3,11762550,Yes,31-12-2002,376402,70575,Partial
Chrompet,19-09-2009,774,1,1,2,9104380,Yes,28-09-1973,227610,63731,Ab Normal
Chrompet,09-01-2008,1239,2,1,4,10881130,Yes,14-01-1986,282909,65287,Adj Land
T Nagar,03-03-2014,1785,1,1,4,14128990,Yes,11-03-1982,437999,169548,Partial
KK Nagar,20-12-2008,2181,3,2,5,11821400,Yes,28-12-1978,354642,118214,Family
KK Nagar,22-03-2008,2033,3,2,5,12528840,Yes,30-03-1979,438509,162875,Ab Normal
Chrompet,08-03-2008,1153,1,1,3,14377300,Yes,16-03-1978,460074,230037,Partial
Velachery,19-11-2011,1849,3,2,5,9487400,Yes,22-11-1996,322572,123336,Partial
Karapakkam,18-08-2009,1095,1,1,3,5472500,Yes,26-08-1977,246263,65670,Partial
Adyar,21-03-2009,1100,1,1,3,10252895,Yes,29-03-1976,369104,10253,Partial
Velachery,01-09-2005,1782,2,1,4,10274050,Yes,06-09-1985,308222,154111,Ab Normal
Chrompet,05-05-2007,1225,2,1,4,9680500,Yes,06-05-2001,300096,48403,Ab Normal
KK Nagar,11-08-2010,1727,2,1,4,11855060,Yes,17-08-1987,379362,118551,Adj Land
Velachery,22-08-2004,1712,2,1,4,15849210,Yes,27-08-1986,618119,110944,Adj Land
Adyar,19-10-2006,1089,1,1,3,8585715,Yes,24-10-1985,326257,85857,Family
KK Nagar,16-07-2011,1301,1,1,3,9675500,Yes,19-07-1997,348318,232212,Ab Normal
Velachery,18-04-2010,1686,2,1,4,10094840,Yes,26-04-1978,312940,100948,Normal Sale
Chrompet,23-10-2012,969,1,1,3,13556150,Yes,02-11-1975,420241,149118,Normal Sale
Karapakkam,01-03-2012,593,1,1,2,4863375,Yes,05-03-1998,175082,87541,Normal Sale
Karapakkam,09-04-2011,1105,1,1,3,7511125,Yes,10-04-2004,345512,90134,Normal Sale
Velachery,05-05-2006,1939,3,2,5,9519320,Yes,09-05-1990,380773,199906,Adj Land
Chrompet,11-02-2015,1057,1,1,3,8111350,Yes,18-02-1986,235229,121670,Ab Normal
Velachery,17-10-2011,1920,3,2,5,16484920,Yes,27-10-1970,576972,263759,Family
Karapakkam,10-01-2012,787,1,1,2,5256625,Yes,14-01-1996,210265,73593,Partial
T Nagar,30-11-2012,1916,2,1,5,14715230,Yes,09-12-1978,500318,103007,Ab Normal
KK Nagar,03-10-2008,1527,2,1,4,10829380,Yes,09-10-1986,411516,119123,Partial
Chrompet,12-10-2006,961,1,1,3,9198300,Yes,16-10-1988,229958,73586,Ab Normal
Velachery,08-11-2004,1938,3,2,5,15317750,Yes,15-11-1979,474850,122542,Normal Sale
Anna Nagar,09-01-2008,1976,2,1,5,22829130,Yes,12-01-1994,662045,342437,Ab Normal
KK Nagar,03-05-2008,1472,2,1,4,11506980,Yes,05-05-2001,414251,276168,Partial
Karapakkam,21-02-2010,1208,1,1,3,12048000,Yes,24-02-1998,433728,192768,Family
Adyar,15-07-2009,635,1,1,2,5597240,Yes,19-07-1993,223890,72764,Normal Sale
Velachery,22-06-2010,1996,3,2,5,11307820,Yes,28-06-1984,361850,203541,Ab Normal
Velachery,05-12-2010,1675,2,1,4,13190720,Yes,18-12-1959,488057,237433,Normal Sale
T Nagar,06-08-2012,1938,2,1,5,22181670,Yes,08-08-2006,820722,421452,Normal Sale
Chrompet,21-03-2012,757,1,1,2,11415700,Yes,30-03-1978,376718,159820,Ab Normal
Karapakkam,26-07-2010,878,1,1,2,10387250,Yes,01-08-1987,436265,166196,Family
Adyar,04-04-2009,927,1,1,3,10889570,Yes,09-04-1991,326687,163344,Ab Normal
Velachery,15-07-2005,1751,2,1,4,10358610,Yes,21-07-1982,362551,165738,Partial
Velachery,24-08-2007,1681,2,1,4,10644830,Yes,27-08-1993,415148,202252,Family
Velachery,21-12-2008,1680,2,1,4,7418190,Yes,23-12-2001,259637,59346,Family
Karapakkam,18-10-2010,631,1,1,2,6543375,Yes,24-10-1987,287909,65434,Family
Chrompet,09-02-2012,1227,2,1,4,10787350,Yes,10-02-2007,269684,53937,Partial
Karapakkam,17-01-2012,1124,1,1,3,7827250,Yes,27-01-1971,320917,86100,Ab Normal
Anna Nagar,09-09-2007,1962,2,1,5,22449450,Yes,16-09-1977,740832,112247,Family
KK Nagar,15-05-2009,1313,1,1,3,9414520,Yes,17-05-2003,470726,188290,Normal Sale
T Nagar,03-06-2010,1723,1,1,4,19909630,Yes,13-06-1971,557470,238916,Adj Land
Adyar,01-10-2007,1144,1,1,3,14926255,Yes,10-10-1970,537345,119410,Normal Sale
Velachery,31-05-2010,1740,2,1,4,16803310,Yes,06-06-1987,504099,252050,Adj Land
Chrompet,07-03-2009,1163,1,1,3,10471560,Yes,15-03-1978,335090,104716,Partial
Anna Nagar,13-12-2009,1768,1,1,4,14739250,Yes,23-12-1971,368481,250567,Adj Land
Karapakkam,09-10-2011,943,1,1,3,5796000,Yes,11-10-2001,289800,133308,Partial
Chrompet,27-09-2010,1127,1,1,3,9701800,Yes,06-10-1974,291054,126123,Adj Land
Anna Nagar,25-08-2008,1656,1,1,4,14920370,Yes,30-08-1991,447611,283487,Ab Normal
T Nagar,04-01-2014,1676,1,1,4,12961070,Yes,07-01-2003,362910,207377,Family
Velachery,22-07-2007,1663,2,1,4,14684370,Yes,24-07-1996,543322,132159,Adj Land
Anna Nagar,23-06-2010,1905,2,1,5,13152750,Yes,30-06-1980,447194,65764,Adj Land
Karapakkam,02-09-2011,861,1,1,2,8245625,Yes,03-09-2004,329825,173158,Adj Land
Chrompet,06-02-2012,1183,1,1,3,9627210,Yes,13-02-1982,269562,96272,Normal Sale
Karapakkam,01-12-2011,1352,2,2,4,10937250,Yes,11-12-1968,415616,164059,Ab Normal
Chrompet,19-11-2008,987,1,1,3,9963440,Yes,24-11-1989,259049,29890,Partial
